author,title,year,month,date,time,message_data,message,留言日期,message_day,message_time,message_ip,type,Break_word,POS_tags,Topic,Top_words,Probability,Topic_28,Top_words_28,Probability_28
,[新聞] 加密貨幣產業又出事！美最大比特幣挖礦公,2022,12,22,10:32,2022/12/22,這是真的我上次去日本玩隔壁車廂就在拍a片我還被找,2022/05 / 05 ,5月5日,10:32,0,推,"是,真的,上,次,去,日本,玩,隔壁,車廂,就,在,拍,a片,還,被,找","是 SHI,真的 D,上 Nes,次 Nf,去 VCL,日本 Nc,玩 VC,隔壁 Nc,車廂 Na,就 D,在 P,拍 VC,a片 Na,還 D,被 P,找 VC",9,真的 - 可以 - 哈哈 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.03588874680961136,4,真的 - 哈哈 - 可以 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.024436618685030716
,[新聞] 加密貨幣產業又出事！美最大比特幣挖礦公,2022,12,22,10:23:11,2022/12/22,去拍打雞肉,2022/05 / 05 ,5月5日,10:23:11,0,推,"去,拍打,雞肉","去 D,拍打 VC,雞肉 Na",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.9520887740361386,-1,自來 - 奇蹟 - 離席 - 五樓 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.9520887740361386
,[新聞] 加密貨幣產業又出事！美最大比特幣挖礦公,2022,12,22,10:44,2022/12/22,嘻嘻,2022/12 / 22 ,12月22日,10:44,61.216.94.79,推,嘻嘻,嘻嘻 D,1,歐印 - 現在 - allin - 自由 - 財富 - 進場 - 上車 - 可以 - 時候 - 機會,0.08652657267705605,1,歐印 - 現在 - allin - 進場 - 可以 - 時候 - 攤平 - 趕快 - 準備 - 幹嘛,0.07523863928800206
,[新聞] 加密貨幣產業又出事！美最大比特幣挖礦公,2022,12,22,10:23:11,2022/12/22,數位垃圾,2022/12 / 22 ,12月22日,10:23:11,114.137.32.189,推,"數位,垃圾","數位 A,垃圾 Na",6,垃圾 - 浪費 - 電子 - 挖礦 - 數位 - 礦工 - 能源 - 技術 - 網路 - 地球,0.15010463793223489,3,垃圾 - 浪費 - 電子 - 挖礦 - 數位 - 礦工 - 能源 - 技術 - 網路 - 地球,0.13301890529878757
,[新聞] 加密貨幣產業又出事！美最大比特幣挖礦公,2022,12,22,12:10,2022/12/22,接下來就是市場出現海量礦渣卡,2022/12 / 22 ,12月22日,12:10,42.73.183.123,推,"接下來,就,是,市場,出現,海量,礦渣卡","接下來 D,就 D,是 SHI,市場 Nc,出現 VH,海量 Na,礦渣卡 Na",0,比特幣 - 美金 - 交易所 - 股票 - 貨幣 - 美元 - 交易 - 投資 - 價值 - 銀行,0.2652261967359147,0,比特幣 - 美金 - 交易所 - 股票 - 美元 - 貨幣 - 交易 - 投資 - 價值 - 銀行,0.2652261967359147
,[新聞] 加密貨幣產業又出事！美最大比特幣挖礦公,2022,12,22,10:07:00,2022/12/22,不意外,2022/12 / 22 ,12月22日,10:07:00,223.137.8.114,推,"不,意外","不 D,意外 VK",7,顯卡 - 跌到 - 便宜 - 跌破 - 正常 - 繼續 - 價格 - 下去 - 崩潰 - 終於,0.15805987601397206,11,跌到 - 跌破 - 繼續 - 崩潰 - 下去 - 舒服 - 意外 - 崩盤 - 不好 - 以下,0.12170940262204877
,[新聞] 加密貨幣產業又出事！美最大比特幣挖礦公,2022,12,22,14:32,2022/12/22,居然撐在一萬六這麼久,2022/12 / 22 ,12月22日,14:32,180.217.28.245,推,"居然,撐,在,這麼,久","居然 D,撐 VC,在 P,這麼 Dfa,久 VH",9,真的 - 可以 - 哈哈 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.11177933425399862,4,真的 - 哈哈 - 可以 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.0940912509972594
,[新聞] 加密貨幣產業又出事！美最大比特幣挖礦公,2022,12,22,10:07,2022/12/22,拍打雞肉幹嘛,2022/12 / 22 ,12月22日,10:07,49.216.81.235,推,"拍打,雞肉,幹嘛","拍打 VC,雞肉 Na,幹嘛 D",1,歐印 - 現在 - allin - 自由 - 財富 - 進場 - 上車 - 可以 - 時候 - 機會,0.010537759437137082,1,歐印 - 現在 - allin - 進場 - 可以 - 時候 - 攤平 - 趕快 - 準備 - 幹嘛,0.008057047491947187
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:08,2022/12/21,等到幣安破產再叫我,2022/12 / 21 ,12月21日,10:08,223.141.29.43,推,"等到,幣安,破產,再,叫","等到 P,幣安 Na,破產 VH,再 D,叫 VL",1,歐印 - 現在 - allin - 自由 - 財富 - 進場 - 上車 - 可以 - 時候 - 機會,0.03078183468532294,1,歐印 - 現在 - allin - 進場 - 可以 - 時候 - 攤平 - 趕快 - 準備 - 幹嘛,0.019326131150772113
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,哈哈哈你看看你,2022/12 / 21 ,12月21日,10:07:00,101.12.25.55,推,"哈哈,哈,看看","哈哈 D,哈 D,看看 VE",2,韭菜 - 台灣 - 收割 - nft - 跳樓 - 還是 - 應該 - 抄底 - 割完 - 看看,0.10179777107213651,18,抄底 - 應該 - 跳樓 - hodl - 還是 - 看看 - 以前 - 什麼 - 高點 - 那麼,0.08784839718975943
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:08,2022/12/21,都什麼時候了還有人在挖礦,2022/12 / 21 ,12月21日,10:08,27.242.199.182,推,"都,時候,還,有,人,在,挖礦","都 D,時候 Na,還 T,有 D,人 V_2,在 Na,挖礦 D",6,垃圾 - 浪費 - 電子 - 挖礦 - 數位 - 礦工 - 能源 - 技術 - 網路 - 地球,1.0,3,垃圾 - 浪費 - 電子 - 挖礦 - 數位 - 礦工 - 能源 - 技術 - 網路 - 地球,1.0
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,全部人都在等幣安倒,2022/12 / 21 ,12月21日,10:07:00,49.216.176.172,推,"人,都,在,等幣,安倒","人 Na,都 D,在 P,等幣 Na,安倒 VC",0,比特幣 - 美金 - 交易所 - 股票 - 貨幣 - 美元 - 交易 - 投資 - 價值 - 銀行,1.0,0,比特幣 - 美金 - 交易所 - 股票 - 美元 - 貨幣 - 交易 - 投資 - 價值 - 銀行,1.0
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:09,2022/12/21,妖獸喔我朋友投不少錢進去耶,2022/12 / 21 ,12月21日,10:09,223.137.131.19,推,"妖獸,喔,朋友,投,錢,進去","妖獸 Na,喔 T,朋友 Na,投 VC,錢 Na,進去 VA",13,遊戲 - jpg - 投機 - 朋友 - 大概 - 還好 - 超過 - 這樣 - 根本 - 自己,0.19967914937737807,28,遊戲 - jpg - 投機 - 朋友 - 大概 - 超過 - 還好 - 這樣 - 自己 - 根本,0.19967914937737807
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:12,2022/12/21,玩幣歸趙,2022/12 / 21 ,12月21日,10:12,27.105.25.33,推,"玩幣,歸","玩幣 Na,歸 VJ",0,比特幣 - 美金 - 交易所 - 股票 - 貨幣 - 美元 - 交易 - 投資 - 價值 - 銀行,0.8720781054089402,0,比特幣 - 美金 - 交易所 - 股票 - 美元 - 貨幣 - 交易 - 投資 - 價值 - 銀行,0.8720781054089402
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,幣安遲早的事啦一堆人都跑路了,2022/12 / 21 ,12月21日,10:07:00,61.216.64.210,推,"幣安,遲早,事,一,堆,都,跑路","幣安 Na,遲早 D,事 DE,一 Na,堆 T,都 Nf,跑路 Na",1,歐印 - 現在 - allin - 自由 - 財富 - 進場 - 上車 - 可以 - 時候 - 機會,0.05405893802014612,1,歐印 - 現在 - allin - 進場 - 可以 - 時候 - 攤平 - 趕快 - 準備 - 幹嘛,0.03674494975296004
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:37,2022/12/21,一群韭菜活該,2022/12 / 21 ,12月21日,10:37,101.10.8.245,推,"群,韭菜,活該","群 Nf,韭菜 Na,活該 VH",2,韭菜 - 台灣 - 收割 - nft - 跳樓 - 還是 - 應該 - 抄底 - 割完 - 看看,1.0,9,韭菜 - 收割 - 割完 - 進場 - 完了 - 就是 - 爽割 - 難懂 - 本來 - 馬上,1.0
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,收割中ing之前世界各地負責人掛了就該知,2022/12 / 21 ,12月21日,10:07:00,220.142.1.42,推,"收割,中,ing,之前,世界,各,地,負責人,掛,就,該,知","收割 VC,中 Ng,ing FW,之前 Nd,世界 Nc,各 Nes,地 Na,負責人 Na,掛 VC,就 Di,該 D,知 D",2,韭菜 - 台灣 - 收割 - nft - 跳樓 - 還是 - 應該 - 抄底 - 割完 - 看看,0.055753140343884344,9,韭菜 - 收割 - 割完 - 進場 - 完了 - 就是 - 爽割 - 難懂 - 本來 - 馬上,0.03576956659344706
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,12:09,2022/12/21,浪費電的垃圾倒光最好,2022/12 / 21 ,12月21日,12:09,223.136.150.194,推,"浪費,電,垃圾,倒,光,最好","浪費 VC,電 Na,垃圾 DE,倒 Na,光 VC,最好 Da",6,垃圾 - 浪費 - 電子 - 挖礦 - 數位 - 礦工 - 能源 - 技術 - 網路 - 地球,1.0,3,垃圾 - 浪費 - 電子 - 挖礦 - 數位 - 礦工 - 能源 - 技術 - 網路 - 地球,1.0
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,10:07:00,2022/12/21,講穿了全是詐騙錢都轉走當然破產了,2022/12 / 21 ,12月21日,10:07:00,114.45.215.218,推,"講穿,全,詐騙,錢,都,轉走,當然,破產了","講穿 VC,全 Di,詐騙 SHI,錢 VD,都 Na,轉走 D,當然 VAC,破產了 D",3,虛擬貨幣 - 虛擬幣 - 騙局 - 詐騙 - 虛擬 - 東西 - 問題 - 白癡 - 法幣 - 被騙,0.030369949492808516,2,騙局 - 詐騙 - 問題 - 東西 - 白癡 - 被騙 - 智障 - 信仰 - 支那 - 傻子,0.018885042218100737
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:38,2022/12/21,泡沫化有夠快,2022/12 / 21 ,12月21日,17:38,42.72.251.74,推,"泡沫化,有夠,快","泡沫化 VHC,有夠 Dfa,快 VH",8,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.05574209449150562,15,笑死 - 少年 - 幣神 - 有夠 - 好笑 - 文組 - 好玩 - 面對 - 倍倍 - 遺失,0.0411182963138591
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:37:40,2022/12/21,好險沒投資比特幣,2022/12 / 21 ,12月21日,17:37:40,223.137.247.174,推,"好險,沒,投資,比特幣","好險 VH,沒 D,投資 VC,比特幣 Na",0,比特幣 - 美金 - 交易所 - 股票 - 貨幣 - 美元 - 交易 - 投資 - 價值 - 銀行,1.0,0,比特幣 - 美金 - 交易所 - 股票 - 美元 - 貨幣 - 交易 - 投資 - 價值 - 銀行,1.0
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:38,2022/12/21,加密貨幣能買一碗麵來吃嗎,2022/12 / 21 ,12月21日,17:38,39.15.58.144,推,"加密貨幣,能,買,碗,麵,來,吃","加密貨幣 Na,能 D,買 VC,碗 Nf,麵 Na,來 D,吃 VC",5,加密貨幣 - 政府 - 國家 - 世界 - 監管 - 去中心化 - 加密 - 沒有 - 量子 - 加密幣,0.36961458555524834,5,加密貨幣 - 加密 - 量子 - 加密幣 - 密碼 - 區塊鏈 - 交易 - 安全 - 量子電腦 - 黑市,0.3562889082641266
t81511270 (肥宅肥宅NO.1),[新聞] 美國最大加密貨幣挖礦公司　聲請破產保護,2022,12,21,17:37:40,2022/12/21,保護個小朋友,2022/12 / 21 ,12月21日,17:37:40,125.231.231.161,推,"保護,小朋友","保護 VC,小朋友 Nf",10,黃金 - 比特犬 - 美國 - 戰爭 - 狗狗幣 - 空軍 - 價值 - 比較 - 真的 - 用途,0.14213299643557775,17,美國 - 戰爭 - 空軍 - 大戰 - 升息 - 比較 - 開戰 - 最好 - 如果 - 實體,0.10456540787435648
lightwish (穹願),[新聞] 美參院銀行委員會主席：可能禁止加密貨幣,2022,12,19,17:39,2022/12/19,反共仔支那真不自由笑死,2022/12 / 19 ,12月19日,17:39,1.200.67.125,推,"反共,仔支,真,不,自由,笑死","反共 VH,仔支 Na,真 D,不 D,自由 VH,笑死 VHC",8,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.30064292664812947,15,笑死 - 少年 - 幣神 - 有夠 - 好笑 - 文組 - 好玩 - 面對 - 倍倍 - 遺失,0.2545569293413742
lightwish (穹願),[新聞] 美參院銀行委員會主席：可能禁止加密貨幣,2022,12,19,17:37:40,2022/12/19,哈哈哈哈哈哈哈原來最後割稻尾,2022/12 / 19 ,12月19日,17:37:40,114.43.182.29,推,"哈哈,哈哈,哈,哈哈,原來,最後,割,稻尾","哈哈 D,哈哈 D,哈 D,哈哈 D,原來 D,最後 Nd,割 VC,稻尾 Na",9,真的 - 可以 - 哈哈 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.18570843535823578,4,真的 - 哈哈 - 可以 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.1573585326503203
lightwish (穹願),[新聞] 美參院銀行委員會主席：可能禁止加密貨幣,2022,12,19,17:39,2022/12/19,去中心化你被詐騙就不要當作犯罪行為啊,2022/12 / 20 ,12月20日,17:39,219.70.72.80,推,"去中心化,被,詐騙,就,不要,當作,犯罪,行為","去中心化 VHC,被 P,詐騙 VD,就 D,不要 D,當作 VG,犯罪 VA,行為 Na",3,虛擬貨幣 - 虛擬幣 - 騙局 - 詐騙 - 虛擬 - 東西 - 問題 - 白癡 - 法幣 - 被騙,1.0,2,騙局 - 詐騙 - 問題 - 東西 - 白癡 - 被騙 - 智障 - 信仰 - 支那 - 傻子,1.0
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/1,彥州不回換obov回,2022/12 / 01 ,12月1日,17:37:40,,推,"不,回換,obov,回","不 D,回換 VC,obov FW,回 VCL",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.5571327857481212,-1,自來 - 奇蹟 - 離席 - 五樓 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.5571327857481213
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:39,2022/12/1,割韭菜,2022/12 / 01 ,12月1日,17:39,140.124.3.122,推,"割,韭菜","割 VC,韭菜 Na",2,韭菜 - 台灣 - 收割 - nft - 跳樓 - 還是 - 應該 - 抄底 - 割完 - 看看,1.0,9,韭菜 - 收割 - 割完 - 進場 - 完了 - 就是 - 爽割 - 難懂 - 本來 - 馬上,1.0
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/1,洗錢像黨撒一堆錢我是不信沒貪,2022/12 / 01 ,12月1日,17:37:40,101.12.89.218,推,"洗錢,像,黨,撒,堆,錢,是,不信,沒,貪","洗錢 VA,像 VG,黨 Na,撒 VC,堆 Nf,錢 Na,是 SHI,不信 VK,沒 D,貪 VJ",14,洗錢 - 需求 - 方便 - 拿來 - 好用 - 樓上 - 黑吃黑 - 避稅 - 傳統 - 減少,0.15848912908038995,22,洗錢 - 需求 - 方便 - 拿來 - 好用 - 樓上 - 黑吃黑 - 避稅 - 洗黑錢 - 減少,0.15848912908038995
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:42,2022/12/1,沒有政府可以監管的金流,2022/12 / 01 ,12月1日,17:42,223.137.242.139,推,"沒有,政府,可以,監管,金流","沒有 VJ,政府 Na,可以 D,監管 VC,金流 DE",5,加密貨幣 - 政府 - 國家 - 世界 - 監管 - 去中心化 - 加密 - 沒有 - 量子 - 加密幣,0.8572012873062126,14,政府 - 國家 - 世界 - 監管 - 去中心化 - 沒有 - 幣圈 - 農民 - 愛國 - 外國,0.8537919279983166
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/1,洗錢,2022/12 / 01 ,12月1日,17:37:40,101.137.80.214,推,洗錢,洗錢 VA,14,洗錢 - 需求 - 方便 - 拿來 - 好用 - 樓上 - 黑吃黑 - 避稅 - 傳統 - 減少,0.849556043172956,22,洗錢 - 需求 - 方便 - 拿來 - 好用 - 樓上 - 黑吃黑 - 避稅 - 洗黑錢 - 減少,0.849556043172956
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:44,2022/12/1,賺錢啊,2022/12 / 01 ,12月1日,17:44,37.19.211.105,推,賺錢,賺錢 VA,0,比特幣 - 美金 - 交易所 - 股票 - 貨幣 - 美元 - 交易 - 投資 - 價值 - 銀行,0.12240585096756527,0,比特幣 - 美金 - 交易所 - 股票 - 美元 - 貨幣 - 交易 - 投資 - 價值 - 銀行,0.12240585096756527
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/1,割韭菜,2022/12 / 01 ,12月1日,17:37:40,39.14.10.25,推,"割,韭菜","割 VC,韭菜 Na",2,韭菜 - 台灣 - 收割 - nft - 跳樓 - 還是 - 應該 - 抄底 - 割完 - 看看,0.7463202801840244,9,韭菜 - 收割 - 割完 - 進場 - 完了 - 就是 - 爽割 - 難懂 - 本來 - 馬上,0.728501827172214
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:46,2022/12/1,換美金再換台幣,2022/12 / 01 ,12月1日,17:46,101.136.112.246,推,"換,美金,再,換,台幣","換 VC,美金 Na,再 D,換 VC,台幣 Na",0,比特幣 - 美金 - 交易所 - 股票 - 貨幣 - 美元 - 交易 - 投資 - 價值 - 銀行,0.20928467852352622,0,比特幣 - 美金 - 交易所 - 股票 - 美元 - 貨幣 - 交易 - 投資 - 價值 - 銀行,0.20928467852352622
Gazooli (阿爾敏·亞魯雷特),[問卦] 加密貨幣能幹嘛？,2022,12,1,17:37:40,2022/12/1,洗錢,2022/12 / 01 ,12月1日,17:37:40,124.218.66.161,推,洗錢,洗錢 VA,14,洗錢 - 需求 - 方便 - 拿來 - 好用 - 樓上 - 黑吃黑 - 避稅 - 傳統 - 減少,1.0,22,洗錢 - 需求 - 方便 - 拿來 - 好用 - 樓上 - 黑吃黑 - 避稅 - 洗黑錢 - 減少,1.0
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:49,2022/12/1,月日歲的nikolaimushegia,2022/12 / 01 ,12月1日,17:49,42.73.143.32,推,"月,日歲,nikolaimushegia","月 Na,日歲 Na,nikolaimushegia DE",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.9349989726357189,-1,自來 - 奇蹟 - 離席 - 五樓 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.9349989726357189
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,beved,2022/12 / 01 ,12月1日,17:37:40,223.141.7.195,推,beved,beved FW,-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.4014198174444612,-1,自來 - 奇蹟 - 離席 - 五樓 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.4014198174444612
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:11,2022/12/1,比支那政府滅掉富豪還可怕笑了,2022/12 / 01 ,12月1日,18:11,36.239.45.1,推,"比,支那,政府,滅掉,富豪,還,可怕,笑","比 P,支那 Nc,政府 Na,滅掉 VC,富豪 Na,還 D,可怕 VH,笑 VA",5,加密貨幣 - 政府 - 國家 - 世界 - 監管 - 去中心化 - 加密 - 沒有 - 量子 - 加密幣,1.0,14,政府 - 國家 - 世界 - 監管 - 去中心化 - 沒有 - 幣圈 - 農民 - 愛國 - 外國,1.0
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,水hen深,2022/12 / 01 ,12月1日,17:37:40,101.10.105.255,推,"水,hen,深","水 Na,hen FW,深 VH",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.27277436147180345,-1,自來 - 奇蹟 - 離席 - 五樓 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.27277436147180334
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:14,2022/12/1,這麼巧一堆人死,2022/12 / 01 ,12月1日,18:14,59.125.79.58,推,"這麼,巧,堆,人,死","這麼 D,巧 VH,堆 Nf,人 Na,死 VH",8,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.3022812974493942,8,人生 - luna - 假死 - 自殺 - 死了 - 死亡 - 一律 - 活該 - 生活 - 死忠,0.2771657058514178
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,被墜機太狠了,2022/12 / 01 ,12月1日,17:37:40,49.215.15.63,推,"被,墜機,太,狠","被 P,墜機 VA,太 Dfa,狠 VH",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.5589886519933218,-1,自來 - 奇蹟 - 離席 - 五樓 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.5589886519933218
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:18,2022/12/1,結果都轉世到某個地方以新身分爽爽過,2022/12 / 01 ,12月1日,18:18,223.141.10.11,推,"結果,都,轉世,到,某,地方,以,新,身分,爽爽,過","結果 Dk,都 D,轉世 VH,到 P,某 Nes,地方 Nf,以 Na,新 P,身分 VH,爽爽 Na,過 VH",8,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,0.06635833131210522,8,人生 - luna - 假死 - 自殺 - 死了 - 死亡 - 一律 - 活該 - 生活 - 死忠,0.05017576474449324
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,看標題嚇死還以為vitalik,2022/12 / 01 ,12月1日,17:37:40,223.137.76.10,推,"看,標題,嚇死,還,以為,vitalik","看 VC,標題 Na,嚇死 VHC,還 D,以為 VE,vitalik FW",3,虛擬貨幣 - 虛擬幣 - 騙局 - 詐騙 - 虛擬 - 東西 - 問題 - 白癡 - 法幣 - 被騙,1.0,2,騙局 - 詐騙 - 問題 - 東西 - 白癡 - 被騙 - 智障 - 信仰 - 支那 - 傻子,1.0
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:41,2022/12/1,哇,2022/12 / 01 ,12月1日,18:41,49.217.129.87,推,哇,哇 I,-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.27572008707869433,-1,自來 - 奇蹟 - 離席 - 五樓 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.27572008707869433
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,根本都被暗殺吧,2022/12 / 01 ,12月1日,17:37:40,223.137.250.111,推,"根本,都,被,暗殺","根本 D,都 D,被 P,暗殺 VC",8,笑死 - 少年 - 幣神 - 人生 - luna - 有夠 - 好笑 - 假死 - 自殺 - 死了,1.0,8,人生 - luna - 假死 - 自殺 - 死了 - 死亡 - 一律 - 活該 - 生活 - 死忠,1.0
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:52,2022/12/1,這招好用紛紛學起來用,2022/12 / 01 ,12月1日,18:52,118.169.56.216,推,"招,好用,紛紛,學起來,用","招 Nf,好用 VH,紛紛 D,學起來 D,用 VC",9,真的 - 可以 - 哈哈 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.07461089951376589,4,真的 - 哈哈 - 可以 - 厲害 - 聰明 - 不錯 - 這麼 - 恭喜 - 羨慕 - 身家,0.05893920347971639
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,17:37:40,2022/12/1,台灣警察排除他殺結案,2022/12 / 01 ,12月1日,17:37:40,111.252.36.198,推,"台灣,警察,排除,殺,結案","台灣 Nc,警察 Na,排除 VC,殺 VC,結案 VB",2,韭菜 - 台灣 - 收割 - nft - 跳樓 - 還是 - 應該 - 抄底 - 割完 - 看看,1.0,16,台灣 - 可憐 - 塔綠班 - 炒房 - 北韓 - 警察 - 有錢 - 看過 - 韓國 - 臺灣,1.0
ntuwalker (潮爽的! ),[新聞] 俄羅斯加密貨幣創始人墜機身亡 虛擬貨幣,2022,12,1,18:55,2022/12/1,誰是倒霉替身,2022/12 / 01 ,12月1日,18:55,111.71.212.184,推,"是,倒霉,替身","是 SHI,倒霉 VH,替身 Na",-1,自來 - 奇蹟 - 五樓 - 離席 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.11944901372215455,-1,自來 - 奇蹟 - 離席 - 五樓 - 墜機 - 蚵仔 - 鴿子 - 高歌 - 萬保衛戰 - 樂透,0.11944901372215466
